Title,Bugtraq_ID,Credit,Published,CVE,Vulnerable
Foscam IP Video Camera CVE-2017-2829 Directory Traversal Vulnerability,99250,Claudio Bozzato,Jun 19 2017 12:00AM,CVE-2017-2829,Foscam IP Video Camera  2.52.2.37
Microsoft Windows Uniscribe CVE-2017-0283 Remote Code Execution Vulnerability,98920,"Mateusz Jurczyk of Google Project Zero, and Axel Souchet (@0vercl0k) of MSRC Vulnerabilities and Mitigations Team",Jun 13 2017 12:00AM,CVE-2017-0283,Microsoft Windows Server 2016  0
NetBSD CVE-2017-1000375 Arbitrary Code Execution Vulnerability,99257,Qualys,Jun 19 2017 12:00AM,CVE-2017-1000375,NetBSD Netbsd 7.0.2
Lenovo XClarity Administrator CVE-2017-3745 Information Disclosure Vulnerability,99347,Lenovo,Jun 19 2017 12:00AM,CVE-2017-3745,Lenovo XClarity Administrator 1.2.2
Microsoft Windows Graphics Component CVE-2017-8576 Local Privilege Escalation Vulnerability,99210,pgboy and zhong_sf of Qihoo 360Vulcan Team working with Trend Micro's Zero Day Initiative.,Jun 19 2017 12:00AM,CVE-2017-8576,Microsoft Windows Server 2016  0
Cisco SocialMiner CVE-2017-6702 Cross Site Scripting Vulnerability,99205,Marcos Garcia,Jun 21 2017 12:00AM,CVE-2017-6702,Cisco Social Miner  11.5(1)
Multiple I-O DATA Network Camera Products CVE-2017-2223 Cross Site Request Forgery Vulnerability,99144,Takayoshi Isayama,Jun 20 2017 12:00AM,CVE-2017-2223,I-O DATA DEVICE INC TS-WRLC  1.19
SAP Business Objects DS Open Redirection Vulnerability,99143,Nursultan Abubakirov (ERPScan),Jun 20 2017 12:00AM,,SAP Business Objects DS  4.2
OpenBSD CVE-2017-1000372 Security Bypass Vulnerability,99172,Qualys Research Labs,Jun 19 2017 12:00AM,CVE-2017-1000372,OpenBSD OpenBSD 2.9
Cisco Identity Services Engine CVE-2017-6605 Cross Site Scripting Vulnerability,99207,Juan Avila from Arthrocyber,Jun 21 2017 12:00AM,CVE-2017-6605,Cisco Identity Services Engine (ISE) 3300 Series Appliances  2.1(0.800)
WordPress Event Calendar WD Plugin CVE-2017-2224 Cross Site Scripting Vulnerability,99155,Chris Liu,Jun 20 2017 12:00AM,CVE-2017-2224,WordPress Event Calendar WD  1.0.93
IBM Tivoli Monitoring SOAP Server CVE-2016-6083 Information Disclosure Vulnerability,99259,IBM,Jun 22 2017 12:00AM,CVE-2016-6083,IBM Tivoli Monitoring 6.3 Fix Pack 7
Microsoft Windows Graphics Component CVE-2017-8575 Information Disclosure Vulnerability,99215,pgboy of Qihoo 360Vulcan Team.,Jun 19 2017 12:00AM,CVE-2017-8575,Microsoft Windows Server 2016  0
Lenovo Nerve Center CVE-2017-3747 Local Privilege Escalation Vulnerability,99286,The vendor reported this issue.,Jun 22 2017 12:00AM,CVE-2017-3747,Lenovo Nerve Center  Y910
JasPer 'jp2_dec.c' Remote Heap Buffer Overflow Vulnerability,99171,Qixue Xiao and Kang Li.,Jun 20 2017 12:00AM,,JasPer JasPer  2.0.12
HOME SPOT CUBE2 Multiple Security Vulnerabilities,99282,"Taizoh Tsukamoto of Mitsui Bussan Secure Directions, Inc.",Jun 22 2017 12:00AM,"CVE-2017-2183
				
					CVE-2017-2184
				
					CVE-2017-2185
				
					CVE-2017-2186",KDDI CORPORATION HOME SPOT CUBE  101
Drupal Core CVE-2017-6920 Remote Code Execution Vulnerability,99211,Heine Deelstra of the Drupal Security team.,Jun 21 2017 12:00AM,CVE-2017-6920,Drupal Drupal 8.3.3
Unrar CVE-2012-6706 Unspecified Memory Corruption Vulnerability,100604,thomasdullien.,Jun 22 2017 12:00AM,CVE-2012-6706,RARLAB UnRar 3.26
Oracle Java SE CVE-2017-3509 Remote Security Vulnerability,97737,Oracle,Apr 18 2017 12:00AM,CVE-2017-3509,SuSE Linux Enterprise Software Development Kit  12 SP2
Oracle Java SE and JRockit CVE-2017-3544 Remote Security Vulnerability,97745,Oracle,Apr 18 2017 12:00AM,CVE-2017-3544,SuSE Linux Enterprise Software Development Kit  12 SP2
Cisco Prime Collaboration Provisioning Tool CVE-2017-6705 Local Information Disclosure Vulnerability,99206,Cisco,Jun 21 2017 12:00AM,CVE-2017-6705,Cisco Prime Collaboration Provisioning  12.1
Oracle Java SE and JRockit CVE-2017-3533 Remote Security Vulnerability,97740,Oracle,Apr 18 2017 12:00AM,CVE-2017-3533,SuSE Linux Enterprise Software Development Kit  12 SP2
IBM Java SDK CVE-2017-1289 XML External Entity Injection Vulnerability,98401,IBM,May 08 2017 12:00AM,CVE-2017-1289,SuSE Linux Enterprise Software Development Kit  12 SP2
zlib Multiple Denial of Service Vulnerabilities,95131,Trail of Bits and TrustInSoft,Dec 04 2016 12:00AM,"CVE-2016-9840
				
					CVE-2016-9841
				
					CVE-2016-9842
				
					CVE-2016-9843",zlib zlib 1.2.8
Oracle Java SE and JRockit CVE-2017-3511 Local Security Vulnerability,97731,Oracle,Apr 18 2017 12:00AM,CVE-2017-3511,SuSE Linux Enterprise Software Development Kit  12 SP2
GNU Debugger (GDB) CVE-2017-9778 Denial of Service Vulnerability,99244,The vendor reported this issue.,Jun 23 2017 12:00AM,CVE-2017-9778,GNU GDB 7.5.1
Multiple IBM DB2 CVE-2017-1105 Local Buffer Overflow Vulnerability,99264,Tim Brown at Portcullis Computer Security.,Jun 22 2017 12:00AM,CVE-2017-1105,IBM DB2Â® Workgroup Server Edition  9.7
IBM Sterling B2B Integrator CVE-2017-1348 Unspecified Cross Site Scripting Vulnerability,99245,IBM,Jun 23 2017 12:00AM,CVE-2017-1348,IBM Sterling B2B Integrator 5.2.6
Siemens XHQ CVE-2017-6866 Access Bypass Vulnerability,99247,The vendor reported this issue.,Jun 23 2017 12:00AM,CVE-2017-6866,Siemens XHQ  5.0.0.1
LAME CVE-2017-9870 Buffer Overflow Vulnerability,99287,Agostino Sarubbo of Gentoo.,Jun 25 2017 12:00AM,CVE-2017-9870,LAME LAME  3.99.5
LAME CVE-2015-9101 Heap Based Buffer Overflow Vulnerability,99269,Agostino Sarubbo of Gentoo.,Jun 26 2017 12:00AM,CVE-2015-9101,LAME LAME  3.99.5
LAME CVE-2017-9872 Stack Buffer Overflow Vulnerability,99270,Agostino Sarubbo of Gentoo.,Jun 26 2017 12:00AM,CVE-2017-9872,LAME LAME  3.99.5
Oracle Java SE CVE-2017-3539 Remote Security Vulnerability,97752,Oracle,Apr 18 2017 12:00AM,CVE-2017-3539,SuSE Linux Enterprise Software Development Kit  12 SP2
EMC Avamar Authentication Bypass And Arbitrary File Upload Vulnerabilities,99243,The vendor reported these issues.,Jun 23 2017 12:00AM,"CVE-2017-4990
				
					CVE-2017-4989",EMC Avamar  7.4.1-58
Expat CVE-2017-9233 XML External Entity Denial of Service Vulnerability,99276,Rhodri James,Jun 26 2017 12:00AM,CVE-2017-9233,Redhat Enterprise Linux  5
Oracle Java SE CVE-2017-3512 Remote Security Vulnerability,97727,Oracle,Apr 18 2017 12:00AM,CVE-2017-3512,Oracle JRE(Windows Production Release) 1.8 Update 121
Oracle Java SE CVE-2017-3514 Remote Security Vulnerability,97729,Oracle,Apr 18 2017 12:00AM,CVE-2017-3514,Oracle JRE(Windows Production Release) 1.8 Update 121
LAME CVE-2017-9869 Buffer Overflow Vulnerability,99272,Agostino Sarubbo of Gentoo.,Jun 26 2017 12:00AM,CVE-2017-9869,LAME LAME  3.99.5
OCaml CVE-2017-9772 Local Privilege Escalation Vulnerability,99277,Eric Milliken,Jun 26 2017 12:00AM,CVE-2017-9772,OCaml OCaml 4.4.1
LibTIFF 'tif_jbig.c' Denial of Service Vulnerability,99304,owl337.,Jun 26 2017 12:00AM,CVE-2017-9937,LibTIFF LibTIFF 4.0.8
Multiple Pivotal Products CVE-2017-4974 SQL Injection Vulnerability,99254,The vendor reported this issue.,Jun 23 2017 12:00AM,CVE-2017-4974,Pivotal Software Cloud Foundry UAA BOSH  24.0
CISOfy Lynis CVE-2017-8108 Symlink Local Privilege Escalation Vulnerability,99288,Michael Scherer,Jun 27 2017 12:00AM,CVE-2017-8108,Cisofy Lynis  1.5.5
Piwigo 'cat_options.php' Multiple SQL Injection Vulnerabilities,99357,Topsec(Li Zhiqiang),Jun 26 2017 12:00AM,CVE-2017-10682,Piwigo Piwigo 2.9.1
Zenbership CVE-2017-9759 SQL Injection Vulnerability,99147,Vulnerability Lab,Jun 19 2017 12:00AM,CVE-2017-9759,Castlamp Zenbership 1.0.8
radare2 'shlr/grub/kern/misc.c' Remote Denial Of Service Vulnerability,99305,Unknown,Jun 26 2017 12:00AM,CVE-2017-9949,
Multiple Sharp Devices DLL Loading Remote Code Execution Vulnerability,99290,Yuji Tounai of NTT Communications Corporation.,Jun 27 2017 12:00AM,"CVE-2017-2189
				
					CVE-2017-2190
				
					CVE-2017-2191
				
					CVE-2017-2192",Sharp Corporation RW-5100  1.2.0.0
Exiv2 CVE-2017-9953 Local Denial of Service Vulnerability,99588,owl337.,Jun 26 2017 12:00AM,CVE-2017-9953,Redhat Enterprise Linux  7
Microsoft Azure Active Directory Connect CVE-2017-8613 Remote Privilege Escalation Vulnerability,99294,Microsoft,Jun 27 2017 12:00AM,CVE-2017-8613,Microsoft Azure Active Directory Connect  1.1.524.0
Apache Ignite CVE-2017-7686 Information Disclosure Vulnerability,99292,"Makoto Yui of Treasure Data, Inc.",Jun 27 2017 12:00AM,CVE-2017-7686,Apache Ignite  2.0.0
Multiple Newport Products CVE-2017-7919 Authentication Bypass Vulnerability,99291,Maxim Rupp.,Jun 27 2017 12:00AM,CVE-2017-7919,Newport XPS-Qx  0
IBM Informix Dynamic Server CVE-2017-1310 Buffer Overflow Vulnerability,99309,Eddie Zhu,Jun 27 2017 12:00AM,CVE-2017-1310,IBM Informix Dynamic Server  12.10
Lenovo VIBE Mobile CVE-2017-3748 Local Privilege Escalation Vulnerability,99295,Jake Valletta from Mandiant.,Jun 28 2017 12:00AM,CVE-2017-3748,Lenovo VIBE  0
Linux Kernel CVE-2017-8797 Denial of Service Vulnerability,99298,Jani Tuovila from Synopsys Ltd,Jun 28 2017 12:00AM,CVE-2017-8797,Linux kernel 4.11.5
systemd CVE-2017-9445 Out-Of-Bounds Write  Remote Code Execution Vulnerability,99302,Chris Coulson (Canonical),Jun 28 2017 12:00AM,CVE-2017-9445,systemd systemd  233
Red Hat Gluster Storage Server CVE-2015-1795 Local Privilege Escalation Vulnerability,99311,Florian Weimer.,Jun 27 2017 12:00AM,CVE-2015-1795,Redhat Gluster Storage  3.1
FFmpeg CVE-2017-9990 Stack Buffer Overflow Vulnerability,99313,The vendor reported this issue.,Jun 28 2017 12:00AM,CVE-2017-9990,FFmpeg FFmpeg  3.3
Linux kernel CVE-2017-9984 Local Denial of Service Vulnerability,99314,Pengfei Wang,Jun 28 2017 12:00AM,CVE-2017-9984,Linux kernel 4.11.5
Libdwarf CVE-2017-9998 Remote Denial Of Service Vulnerability,99310,OWL337,Jun 28 2017 12:00AM,CVE-2017-9998,libdwarf libdwarf  0
TeamSpeak Client CVE-2017-9982 Denial of Service Vulnerability,99308,Unknown.,Jun 27 2017 12:00AM,CVE-2017-9982,Teamspeak Teamspeak 3.0.19
Drupal Services Module SQL Injection Vulnerability,99318,John Morahan,Jun 28 2017 12:00AM,,Drupal Services  7.x-3.9
FFmpeg CVE-2017-9992 Heap Buffer Overflow Vulnerability,99319,The vendor reported this issue.,Jun 28 2017 12:00AM,CVE-2017-9992,FFmpeg FFmpeg 3.3.2
FFmpeg CVE-2017-9995 Multiple Heap Buffer Overflow Vulnerabilities,99320,The vendor reported this issue.,Jun 28 2017 12:00AM,CVE-2017-9995,FFmpeg FFmpeg  3.3
FFmpeg CVE-2017-9994 Heap Buffer Overflow Vulnerability,99317,Monor,Jun 28 2017 12:00AM,CVE-2017-9994,FFmpeg FFmpeg 3.2.4
apk Multiple Heap Buffer Overflow Vulnerabilities,99340,Ariel Zelivansky.,Jun 25 2017 12:00AM,"CVE-2017-9671
				
					CVE-2017-9669",Alpine Linux apk  2.5.0_rc1
ownCloud CVE-2017-9338 Cross-Site Scripting Vulnerability,99322,Ahsan Khan,Jun 28 2017 12:00AM,CVE-2017-9338,ownCloud ownCloud 10.0.1
ownCloud CVE-2017-8896 Cross-Site Scripting Vulnerability,99321,Manuel Mancera,Jun 28 2017 12:00AM,CVE-2017-8896,ownCloud ownCloud 10.0.1
FFmpeg CVE-2017-9996 Heap Buffer Overflow Vulnerability,99323,The vendor reported this issue.,Jun 28 2017 12:00AM,CVE-2017-9996,FFmpeg FFmpeg 3.2.4
Linux kernel CVE-2017-9985 Local Denial of Service Vulnerability,99335,Pengfei Wang,Jun 28 2017 12:00AM,CVE-2017-9985,Linux kernel 4.11.5
IBM CÃºram Social Program Management CVE-2017-1106 Unspecified Cross Site Scripting Vulnerability,99306,IBM,Jun 26 2017 12:00AM,CVE-2017-1106,IBM Curam Social Program Management  6.1.1.1
FFmpeg CVE-2017-9991 Heap Buffer Overflow Vulnerability,99316,The vendor reported this issue.,Jun 28 2017 12:00AM,CVE-2017-9991,FFmpeg FFmpeg 3.3.2
GNU Binutils CVE-2017-9954 Remote Denial of Service Vulnerability,99307,OWL337,Jun 28 2017 12:00AM,CVE-2017-9954,GNU Binutils  2.28
LibTIFF CVE-2017-9935 Heap Based Buffer Overflow Vulnerability,99296,owl337.,Jun 26 2017 12:00AM,CVE-2017-9935,LibTIFF LibTIFF 4.0.8
HP Network Node Manager i (NNMi) Software Multiple Unspecified Security Vulnerabilities,99342,The vendor reported this issue.,Jun 30 2017 12:00AM,CVE-2017-8948,HP Network Node Manager I (NNMi) Software  10.20
Schneider Electric U.motion Builder Multiple Security Vulnerabilities,99344,rgod working with Trend Microâ??s Zero Day Initiative.,Jun 30 2017 12:00AM,"CVE-2017-7973
				
					CVE-2017-7974
				
					CVE-2017-9956
				
					CVE-2017-9957
				
					CVE-2017-9958
				
					CVE-2017-9959
				
					CVE-2017-9960",Schneider-Electric U.motion Builder 1.2.1
Piwigo CVE-2017-10680 Cross-Site Request Forgery Vulnerability,99349,topsec(Li Zhiqiang),Jun 30 2017 12:00AM,CVE-2017-10680,Piwigo Piwigo 2.9.1
IBM WebSphere Portal CVE-2017-1217 Cross Site Scripting Vulnerability,99350,IBM,Jun 28 2017 12:00AM,CVE-2017-1217,IBM Websphere Portal  9.0
Red Hat CloudForms Management Engine CVE-2016-7047 Information Disclosure Vulnerability,99329,Simon Lukasik (Red Hat),Jun 28 2017 12:00AM,CVE-2016-7047,Redhat CloudForms Management Engine  5.7
Drupal SMTP Authentication Support Module Information Disclosure Vulnerability,99327,Baysaa,Jun 28 2017 12:00AM,,Drupal SMTP Authentication Support  8.x-1.0-beta2
Biscom Secure File Transfer CVE-2017-5241 Multiple HTML Injection Vulnerabilities,99341,"Orlando Barrera II of Rapid7, Inc",Jun 30 2017 12:00AM,CVE-2017-5241,Biscom Secure File Transfer 5.1.1015
Multiple TIBCO Products CVE-2017-5528 Multiple Security Vulnerabilities,100482,The vendor reported this issue.,Jun 29 2017 12:00AM,CVE-2017-5528,TIBCO Jaspersoft Reporting and Analytics for AWS 6.3
IBM Jazz Reporting Service Multiple Cross Site Scripting and Information Disclosure Vulnerabilities,99353,IBM,Jun 30 2017 12:00AM,"CVE-2017-1157
				
					CVE-2016-9986
				
					CVE-2016-9987
				
					CVE-2016-9988
				
					CVE-2016-9989
				
					CVE-2017-1096",IBM Jazz Reporting Service 6.0.3
Adobe Flash Player and AIR APSB16-01 Multiple Use After Free Remote Code Execution Vulnerabilities,79701,"Ben Hawkes, Mateusz Jurczyk and Natalie Silvanovich of Google Project Zero, Anonymous working with HP's Zero Day Initiative, and Yuki Chen of Qihoo 360 Vulcan Team",Dec 28 2015 12:00AM,"CVE-2015-8650
				
					CVE-2015-8649
				
					CVE-2015-8648
				
					CVE-2015-8647
				
					CVE-2015-8646
				
					CVE-2015-8643
				
					CVE-2015-8642
				
					CVE-2015-8641
				
					CVE-2015-8640
				
					CVE-2015-8639
				
					CVE-2015-8638
				
					CVE-2015-8635
				
					CVE-2015-8634
				
					CVE-2016-0959",SuSE openSUSE Evergreen  11.4
Linux kernel CVE-2017-9986 Local Denial of Service Vulnerability,99336,Pengfei Wang,Jun 28 2017 12:00AM,CVE-2017-9986,Linux kernel 4.11.5
IBM Maximo Asset Management CVE-2017-1175 SQL Injection Vulnerability,99363,The vendor reported this issue.,Jun 30 2017 12:00AM,CVE-2017-1175,IBM Tivoli Service Request Manager  -
IBM Rational Team Concert Multiple Unspecified Cross Site Scripting Vulnerabilities,99352,IBM,Jun 30 2017 12:00AM,"CVE-2016-9701
				
					CVE-2017-1113
				
					CVE-2016-9733
				
					CVE-2016-9746",IBM Rational Team Concert 6.0.3
IBM Maximo Asset Management CVE-2017-1208 Cross Site Scripting Vulnerability,99367,IBM,Jun 30 2017 12:00AM,CVE-2017-1208,IBM Tivoli Service Request Manager  -
IBM Integration Bus and WebSphere Message Broker CVE-2017-1144 Local Denial of Service Vulnerability,99365,IBM,Jun 30 2017 12:00AM,CVE-2017-1144,IBM WebSphere Message Broker  8.0.0.8
IBM Security Guardium CVE-2017-1254 XML External Entity Injection Vulnerability,99366,The vendor reported this issue.,Jun 30 2017 12:00AM,CVE-2017-1254,IBM Security Guardium 10.0.1
IBM Integration Bus and WebSphere Message Broker Local Information Disclosure Vulnerability,99368,The vendor reported this issue.,Jun 30 2017 12:00AM,CVE-2017-1207,IBM WebSphere Message Broker  8.0.0.8
FortiWLM CVE-2017-7336 Hardcoded Password Security Bypass Vulnerability,99351,Adam Piekarzewski,Jun 30 2017 12:00AM,CVE-2017-7336,Fortinet FortiWLM 8.3
IBM Security Guardium CVE-2016-0238 Information Disclosure Vulnerability,99379,"IBM X-Force Ethical Hacking Team: Paul Ionescu, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd. Dmitriy Beryoza",Jun 30 2017 12:00AM,CVE-2016-0238,IBM Security Guardium  9.5
IBM Maximo Asset Management CVE-2017-1176 Local Information Disclosure Vulnerability,99371,IBM,Jun 30 2017 12:00AM,CVE-2017-1176,IBM Tivoli Service Request Manager  -
HP SiteScope Monitors Information Disclosure and Security Bypass Vulnerabilities,99331,The vendor reported these issues.,Jun 27 2017 12:00AM,"CVE-2017-8949
				
					CVE-2017-8950
				
					CVE-2017-8951",HP SiteScope Monitors  11.30
Google Chrome Multiple Security Vulnerabilities,99096,"Ned Williamson, Xiling Gong of Tencent Security Platform Department, and Michal Bentkowski.",Jun 15 2017 12:00AM,"CVE-2017-5087
				
					CVE-2017-5088
				
					CVE-2017-5089",Google Chrome 46.0.2490
Samba CVE-2017-2619 Symlink Vulnerability,97033,the Samba project,Mar 23 2017 12:00AM,CVE-2017-2619,Ubuntu Ubuntu Linux  16.10
GnuTLS CVE-2017-7507 NULL Pointer Dereference Denial of Service Vulnerability,99102,Hubert Kario (Red Hat QE BaseOS Security team).,Jun 07 2017 12:00AM,CVE-2017-7507,Ubuntu Ubuntu Linux  17.04
IBM Security Guardium CVE-2017-1253 OS Command Injection Vulnerability,99372,IBM,Jun 30 2017 12:00AM,CVE-2017-1253,IBM Security Guardium 10.0.1
Subrion CMS CVE-2017-10795 HTML Injection Vulnerability,99378,lsg2409,Jul 02 2017 12:00AM,CVE-2017-10795,Intelliants Subrion Cms 4.1.4
IBM Security Guardium CVE-2017-1269 Unspecified SQL Injection Vulnerability,99361,The vendor reported this issue.,Jul 03 2017 12:00AM,CVE-2017-1269,IBM Security Guardium 10.0.1
systemd CVE-2017-1000082 Local Privilege Escalation Vulnerability,99507,Daniel Skowronski,Jul 02 2017 12:00AM,CVE-2017-1000082,systemd systemd  233
Multiple Huawei Products CVE-2017-8172 Denial of Service Vulnerability,99370,"Zhou Ye, Xu Lei Yong, Li Bo of 360 Vulpecker Team",Jul 03 2017 12:00AM,CVE-2017-8172,Huawei Victoria-AL00A  0
Piwigo CVE-2017-10681 Cross-Site Request Forgery Vulnerability,99362,topsec(Li Zhiqiang),Jul 03 2017 12:00AM,CVE-2017-10681,Piwigo Piwigo 2.9.1
Webmin CVE-2017-9313 Multiple Cross Site Scripting Vulnerabilities,99373,Andy Tan,Jul 03 2017 12:00AM,CVE-2017-9313,Webmin Webmin 1.290
Redhat JBoss Enterprise Application Platform CVE-2016-6311 Information Disclosure Vulnerability,100450,Luca Bueti,Jul 03 2017 12:00AM,CVE-2016-6311,Redhat JBoss Enterprise Application Platform  7.0
Request Tracker CVE-2016-6127 Cross Site Scripting Vulnerability,99375,The vendor reported this issue.,Jul 03 2017 12:00AM,CVE-2016-6127,Debian Linux  6.0 sparc
Request Tracker CVE-2017-5944 Remote Code Execution Vulnerability,99381,The vendor reported this issue.,Jul 03 2017 12:00AM,CVE-2017-5944,Debian Linux  6.0 sparc
Drupal Core Overlay Module CVE-2015-7943 Incomplete Fix Open Redirection Vulnerability,77293,Samuel Mortenson and Pere Orga of the Drupal Security Team,Oct 21 2015 12:00AM,CVE-2015-7943,Drupal LABjs  7.x-1.7
GNU PSPP CVE-2017-10792 NULL Pointer Dereference Denial of Service Vulnerability,99385,OWL337,Jul 04 2017 12:00AM,CVE-2017-10792,GNU PSPP  0.10.5-pre2
Request Tracker CVE-2017-5943 Cross-Site Request Forgery Vulnerability,99384,The vendor reported this issue.,Jul 03 2017 12:00AM,CVE-2017-5943,Debian Linux  6.0 sparc
Drupal Core CVE-2017-6922 Access Bypass Vulnerability,99219,"Greg Knaddison, Mori Sugimoto of the Drupal Security team, and iancawthorne.",Jun 21 2017 12:00AM,CVE-2017-6922,Drupal Drupal 8.3.3
Xen XSA-218 Multiple Privilege Escalation and Information Disclosure Vulnerabilities,99411,Jann Horn of Google Project Zero,Jul 04 2017 12:00AM,"CVE-2017-10913
				
					CVE-2017-10914",Xen Xen 4.8
Teltonika Routers CVE-2017-8116 Remote Command Execution Vulnerability,100978,Nettitude,Jul 03 2017 12:00AM,CVE-2017-8116,Teltonika RUT905 0.3.265
JabberD CVE-2017-10807 Authentication Bypass Vulnerability,99511,Sergey Korobitsin.,Jul 04 2017 12:00AM,CVE-2017-10807,jabberd jabberd 2.2.16
